order_id,customer_id,order_date,total_amount,status,num_items
1127,114,2025-11-05 19:01:12,1456.66,Cancelled,4
1128,401,2026-02-01 19:57:08,1593.32,Delivered,1
1129,76,2025-06-01 08:47:20,3269.2,Pending,4
1130,306,2025-04-21 01:38:11,1985.1,Processing,1
1131,622,2026-06-13 14:49:32,1952.1,Pending,1
1132,496,2025-06-22 07:42:57,4437.49,Cancelled,5
1133,780,2025-01-13 23:40:09,1766.83,Processing,2
1134,336,2025-06-04 07:36:35,2147.19,Processing,2
1135,281,2025-10-02 21:51:16,6552.41,Processing,4
1136,525,2026-02-13 05:25:20,3216.93,Processing,4
1137,320,2026-04-12 18:15:52,2781.78,Processing,2
1138,434,2025-04-28 21:13:12,6686.14,Shipped,5
1139,172,2026-03-14 04:53:58,515.07,Cancelled,1
1140,301,2026-02-17 02:23:02,1830.19,Cancelled,5
1141,381,2026-02-12 19:33:08,2325.58,Shipped,2
1142,337,2025-02-06 12:03:15,3838.13,Delivered,2
1143,68,2026-02-19 02:45:10,6165.85,Shipped,4
1144,77,2025-10-09 16:24:02,3927.54,Delivered,5
1145,432,2026-02-24 00:12:40,1368.18,Pending,1
1146,335,2025-06-28 23:24:22,6016.06,Delivered,5
1147,38,2026-06-23 19:24:26,2472.4,Cancelled,5
1148,410,2026-02-17 08:08:07,1551.91,Cancelled,1
1149,628,2025-05-10 12:30:35,605.29,Delivered,1
1150,506,2025-10-18 20:39:58,938.07,Shipped,1
1151,30,2025-05-04 07:18:38,1047.48,Pending,2
1152,883,2025-03-19 18:42:32,7047.24,Processing,4
1153,889,2026-06-13 11:31:03,884.01,Shipped,1
1154,114,2025-05-09 15:40:11,161.16,Shipped,1
1155,705,2026-05-09 03:31:50,5346.52,Delivered,5
1156,653,2026-05-08 16:26:39,4230.06,Pending,4
1157,495,2026-04-26 03:47:23,1962.64,Pending,2
1158,572,2025-06-25 17:44:43,1668.71,Processing,2
1159,218,2025-04-29 02:26:15,942.66,Processing,1
1160,193,2026-02-25 01:38:40,7171.61,Pending,4
1161,158,2026-04-19 12:59:22,7093.0,Pending,5
1162,434,2025-11-26 08:13:34,3505.81,Shipped,2
1163,473,2025-06-07 01:12:32,490.22,Pending,1
1164,192,2025-08-05 06:09:02,2720.77,Pending,3
1165,87,2025-02-07 23:47:20,2624.52,Delivered,3
1166,280,2025-11-08 08:48:41,1775.62,Pending,3
1167,413,2025-08-19 07:05:38,1834.07,Cancelled,2
1168,112,2025-10-30 17:53:02,959.21,Processing,1
1169,118,2026-02-10 06:05:53,577.77,Pending,1
1170,68,2025-11-24 04:55:57,3583.87,Pending,5
1171,176,2026-01-06 03:27:29,3713.38,Shipped,2
1172,4,2025-12-30 12:13:46,1518.63,Processing,1
1173,638,2025-09-08 01:02:51,4114.44,Shipped,4
1174,146,2025-04-16 17:27:30,431.35,Delivered,1
1175,182,2025-08-22 00:16:43,2539.85,Pending,3
1176,895,2025-01-01 06:35:30,1254.43,Delivered,2
1177,856,2025-02-28 03:41:13,1282.71,Cancelled,2
1178,312,2025-07-15 05:06:59,4297.94,Delivered,3
1179,374,2026-03-08 16:04:06,7095.69,Pending,4
1180,703,2026-06-03 22:39:45,7106.75,Pending,5
1181,997,2025-08-31 00:44:41,4523.79,Shipped,4
1182,558,2025-06-12 03:28:17,3925.67,Cancelled,4
1183,317,2026-04-22 05:20:03,2787.7,Pending,2
1184,126,2026-04-07 08:40:53,3393.66,Delivered,4
1185,154,2025-02-21 21:31:05,3485.93,Shipped,5
1186,127,2025-02-15 23:58:56,619.95,Delivered,1
1187,361,2025-11-15 17:57:15,511.83,Pending,1
1188,900,2025-04-19 23:26:33,2876.98,Cancelled,3
1189,751,2025-04-22 16:28:08,882.75,Delivered,2
1190,485,2026-01-09 13:13:28,4185.41,Processing,3
1191,915,2025-05-05 11:19:53,4928.99,Shipped,3
1192,143,2025-07-08 07:50:20,831.23,Shipped,2
1193,88,2025-10-31 21:12:35,4519.59,Cancelled,3
1194,99,2025-05-04 20:13:59,2410.83,Cancelled,2
1195,730,2026-05-17 19:53:25,2957.58,Delivered,3
1196,28,2025-11-22 10:53:56,4742.5,Pending,4
1197,922,2025-10-31 16:45:43,1191.37,Shipped,5
1198,850,2026-04-05 08:48:03,1193.53,Shipped,1
1199,580,2025-05-31 04:42:08,4691.11,Shipped,4
1200,529,2025-07-13 01:44:31,1908.67,Cancelled,2
1201,656,2025-09-30 04:03:58,2880.59,Shipped,2
1202,825,2025-02-24 18:48:18,1891.22,Cancelled,4
1203,210,2025-06-25 18:37:55,91.5,Delivered,1
1204,455,2025-08-03 13:04:27,5519.19,Pending,4
1205,698,2025-04-20 01:59:51,1866.81,Cancelled,4
1206,524,2025-11-08 19:23:38,5097.69,Processing,5
1207,820,2025-04-06 21:40:26,840.77,Delivered,1
1208,152,2026-04-01 02:31:18,1380.99,Shipped,1
1209,399,2026-06-07 04:54:11,920.81,Cancelled,1
1210,667,2025-04-28 22:37:06,5155.0,Delivered,5
1211,216,2025-06-09 20:58:10,1640.95,Cancelled,3
1212,577,2025-12-11 09:13:39,2179.07,Delivered,3
1213,70,2025-04-21 14:41:08,9332.26,Delivered,4
1214,266,2026-06-07 03:25:33,2829.92,Shipped,2
1215,850,2025-08-02 23:08:18,3519.92,Pending,4
1216,332,2025-09-12 08:28:22,1570.36,Processing,2
1217,774,2025-01-09 08:44:57,1260.17,Pending,4
1218,946,2026-05-10 14:00:12,1370.07,Shipped,2
1219,588,2025-04-02 02:28:53,3284.36,Processing,5
1220,89,2026-02-09 09:03:55,4104.41,Pending,5
1221,349,2025-08-30 16:27:13,1645.06,Cancelled,2
1222,513,2026-02-12 04:33:35,4043.27,Shipped,3
1223,386,2025-03-21 16:49:48,250.99,Cancelled,1
1224,306,2026-05-04 04:56:30,501.71,Pending,1
1225,616,2026-04-10 19:51:04,3732.23,Shipped,5
1226,548,2026-01-01 22:06:52,7300.9,Processing,5
1227,669,2025-06-30 08:10:14,684.01,Pending,1
1228,206,2026-05-28 23:08:52,4842.89,Pending,3
1229,935,2025-12-07 09:58:55,1489.75,Processing,1
1230,927,2025-08-21 02:26:59,7611.39,Pending,5
1231,741,2025-04-07 23:38:34,124.13,Pending,1
1232,231,2026-02-25 09:48:28,540.21,Delivered,3
1233,548,2026-04-19 19:53:22,5718.98,Delivered,5
1234,142,2025-12-19 22:01:22,369.82,Delivered,1
1235,926,2025-04-30 08:44:22,2025.39,Shipped,3
1236,11,2025-02-24 16:24:07,2817.57,Delivered,2
1237,895,2025-09-23 03:43:55,965.97,Pending,2
1238,45,2025-07-31 08:21:48,2819.84,Shipped,3
1239,674,2025-02-01 19:45:59,245.73,Pending,1
1240,211,2025-10-24 07:42:26,5508.04,Shipped,4
1241,251,2025-07-18 09:58:38,4787.37,Shipped,5
1242,209,2025-03-29 15:26:41,1261.07,Cancelled,2
1243,382,2026-05-02 22:13:55,3821.35,Pending,2
1244,976,2025-12-29 08:40:08,501.9,Pending,1
1245,277,2025-11-27 19:32:54,971.54,Cancelled,3
1246,884,2026-03-31 08:47:27,2759.57,Delivered,4
1247,33,2025-05-11 20:14:51,8826.31,Shipped,5
1248,350,2026-06-22 01:19:06,8995.28,Delivered,5
1249,880,2026-01-14 12:00:25,4131.15,Delivered,5
1250,288,2025-08-15 02:37:35,5091.2,Pending,3
1251,281,2025-06-24 11:28:13,4454.47,Shipped,3
1252,583,2026-02-11 02:25:52,2643.68,Shipped,3
1253,990,2025-03-22 00:59:39,2724.33,Delivered,3
1254,284,2025-03-10 19:07:10,3665.74,Cancelled,5
1255,179,2026-04-14 14:37:35,777.78,Cancelled,2
1256,189,2026-04-11 07:02:42,3365.83,Delivered,5
1257,554,2025-10-09 14:24:37,239.28,Cancelled,1
1258,80,2025-07-07 10:01:11,4438.59,Delivered,5
1259,147,2026-06-01 10:49:55,1218.63,Shipped,1
1260,344,2026-01-20 02:44:27,5108.19,Shipped,4
1261,27,2025-12-02 21:57:41,432.4,Cancelled,1
1262,524,2025-11-24 12:34:31,2526.86,Cancelled,5
1263,982,2025-02-14 00:04:46,3416.99,Cancelled,2
1264,429,2026-05-11 14:17:55,8237.25,Pending,5
1265,301,2025-03-23 16:53:07,966.2,Shipped,2
1266,767,2025-08-06 15:22:22,896.65,Processing,1
1267,371,2025-08-03 06:30:29,563.08,Shipped,1
1268,937,2025-07-15 11:29:01,2574.65,Delivered,3
1269,948,2026-05-13 07:24:45,5782.41,Processing,5
1270,419,2026-01-30 10:31:01,5269.58,Cancelled,4
1271,429,2025-09-13 09:49:45,3911.06,Cancelled,3
1272,25,2025-11-22 22:45:23,2250.92,Pending,2
1273,363,2026-06-03 01:22:48,1412.44,Delivered,2
1274,345,2025-07-15 03:37:19,1763.85,Cancelled,3
1275,973,2025-10-05 00:38:54,5987.78,Delivered,4
1276,742,2025-03-06 12:58:21,3944.08,Cancelled,5
1277,603,2025-01-11 00:57:36,3070.59,Pending,3
1278,594,2025-03-20 13:13:05,6950.03,Delivered,5
1279,216,2026-01-13 03:17:05,2357.96,Cancelled,4
1280,450,2025-07-08 13:04:48,1574.34,Processing,2
1281,947,2026-03-31 23:48:26,1810.67,Shipped,2
1282,773,2026-01-20 11:01:22,3481.05,Pending,2
1283,551,2025-06-21 22:58:26,1238.05,Pending,2
1284,965,2026-04-05 02:36:45,4376.45,Delivered,5
1285,506,2025-12-03 22:00:12,3432.46,Pending,3
1286,763,2026-06-02 00:12:51,1672.06,Pending,2
1287,646,2025-07-26 10:01:00,5796.91,Pending,5
1288,677,2025-03-22 18:03:23,751.28,Pending,1
1289,386,2026-01-14 22:24:22,757.27,Processing,2
1290,752,2026-03-12 11:39:37,6052.57,Shipped,4
1291,69,2026-04-17 04:36:02,5428.22,Cancelled,4
1292,241,2026-03-16 07:55:21,4039.22,Delivered,3
1293,497,2025-10-19 21:50:10,3578.15,Delivered,4
1294,334,2026-04-17 04:21:44,3111.93,Delivered,2
1295,117,2026-02-08 02:14:31,4905.63,Delivered,3
1296,241,2026-06-03 12:09:54,272.31,Shipped,1
1297,912,2025-10-25 03:56:34,3348.58,Pending,4
1298,935,2025-02-02 16:49:25,488.58,Shipped,1
1299,348,2026-04-13 07:47:54,450.94,Shipped,1
1300,587,2025-03-25 17:29:39,979.79,Cancelled,2
1301,626,2026-04-04 12:47:30,2361.48,Processing,3
1302,800,2026-05-15 04:22:55,3416.82,Shipped,3
1303,549,2025-03-18 13:36:12,2538.77,Processing,2
1304,298,2026-03-24 02:26:15,891.13,Shipped,2
1305,963,2025-03-15 17:19:01,2539.2,Pending,1
1306,105,2025-04-02 05:51:43,2099.3,Delivered,5
1307,127,2025-07-05 08:05:35,3704.02,Delivered,4
1308,426,2025-10-08 03:57:02,2232.56,Pending,1
1309,620,2026-03-27 14:15:32,2072.22,Pending,2
1310,880,2026-06-07 10:20:52,1806.48,Shipped,3
1311,271,2026-04-14 23:45:19,3486.97,Delivered,5
1312,392,2025-11-24 15:28:06,1458.36,Delivered,1
1313,782,2025-11-02 19:56:26,6211.78,Pending,5
1314,341,2025-01-31 23:08:09,525.66,Pending,2
1315,608,2025-09-27 18:13:27,2956.51,Pending,2
1316,741,2026-05-18 14:36:12,2646.86,Processing,5
1317,893,2025-12-08 22:45:47,2076.73,Shipped,1
1318,814,2025-12-24 20:52:17,5793.27,Cancelled,4
1319,751,2026-03-22 07:55:26,429.14,Pending,1
1320,385,2026-02-11 01:03:11,628.07,Pending,2
1321,449,2025-01-29 22:52:45,1772.36,Pending,1
1322,175,2025-11-06 16:10:16,7213.16,Delivered,5
1323,278,2026-05-03 20:58:28,6206.45,Shipped,5
1324,532,2025-12-02 09:17:09,5344.94,Shipped,5
1325,326,2026-06-04 16:20:17,1668.8,Processing,4
1326,551,2025-01-20 21:58:29,1551.16,Shipped,4
1327,354,2025-06-17 19:16:07,557.85,Processing,1
1328,599,2026-03-17 08:20:28,5688.85,Shipped,3
1329,208,2025-05-21 09:11:41,472.49,Cancelled,1
1330,222,2025-01-19 18:05:04,1842.72,Processing,3
1331,339,2026-05-05 17:46:06,6509.69,Cancelled,5
1332,952,2025-09-13 12:18:02,3272.92,Processing,5
1333,335,2025-03-18 17:50:37,4212.78,Cancelled,3
1334,486,2025-08-16 00:26:06,4122.82,Shipped,3
1335,969,2025-11-17 02:55:09,6228.11,Processing,3
1336,124,2025-01-23 00:56:25,4640.4,Delivered,5
1337,898,2025-12-21 16:04:22,2129.31,Delivered,2
1338,453,2025-07-16 21:50:51,2736.78,Cancelled,3
1339,515,2025-10-06 12:34:55,832.14,Cancelled,1
1340,282,2026-06-15 12:15:39,5916.64,Delivered,4
1341,950,2025-09-25 05:33:06,5240.64,Cancelled,4
1342,379,2025-10-01 16:48:37,894.89,Cancelled,1
1343,723,2025-07-13 04:07:27,273.42,Processing,2
1344,728,2025-08-03 20:48:11,308.64,Shipped,1
1345,285,2025-12-13 10:10:22,3154.52,Cancelled,2
1346,920,2025-02-07 03:02:24,3005.28,Cancelled,2
1347,413,2025-09-10 01:20:58,846.51,Pending,4
1348,204,2025-12-22 21:33:08,4440.16,Delivered,5
1349,89,2026-05-09 01:39:58,2249.59,Delivered,5
1350,223,2025-07-24 09:54:47,4662.29,Delivered,3
1351,966,2025-05-05 17:39:14,1336.9,Processing,2
1352,286,2025-06-12 15:08:42,1992.14,Cancelled,2
1353,905,2026-03-10 18:46:48,3357.51,Processing,2
1354,95,2026-03-02 01:59:45,5531.41,Shipped,4
1355,38,2026-05-19 12:56:38,4700.81,Delivered,5
1356,992,2025-09-08 00:17:58,4108.27,Cancelled,5
1357,191,2025-11-08 17:09:47,2679.72,Processing,4
1358,645,2025-09-28 17:14:25,2247.21,Pending,3
1359,936,2025-05-14 15:23:37,2021.41,Shipped,3
1360,468,2026-01-24 05:37:33,5573.59,Cancelled,5
1361,42,2025-03-11 00:38:48,2552.65,Cancelled,2
1362,411,2025-09-17 05:47:53,7196.88,Pending,5
1363,680,2025-10-01 06:06:53,4340.42,Pending,3
1364,406,2026-04-24 18:34:46,212.02,Delivered,2
1365,309,2026-02-23 01:25:23,2257.0,Pending,3
1366,569,2025-06-26 18:13:46,3342.82,Pending,3
1367,218,2025-09-03 20:37:26,4291.26,Delivered,4
1368,410,2025-08-26 13:10:50,5480.38,Shipped,3
1369,356,2025-03-20 16:20:04,1531.51,Cancelled,4
1370,626,2025-03-12 05:47:01,4744.2,Delivered,5
1371,185,2026-05-12 16:14:39,2382.99,Processing,4
1372,699,2025-11-12 09:36:18,2702.92,Pending,5
1373,589,2025-09-01 01:19:57,3918.95,Delivered,5
1374,619,2026-04-28 23:11:13,5439.85,Cancelled,4
1375,545,2026-01-22 04:20:36,5302.45,Pending,4
1376,746,2026-05-12 16:40:41,3332.62,Delivered,4
1377,379,2025-05-25 14:52:23,1996.56,Delivered,3
1378,301,2025-10-25 05:58:39,1545.08,Delivered,3
1379,750,2025-06-07 00:19:57,740.24,Cancelled,1
1380,180,2025-07-25 14:00:00,299.99,Cancelled,1
1381,149,2026-01-13 01:16:09,9025.98,Delivered,4
1382,470,2025-09-30 07:32:38,330.62,Pending,1
1383,151,2025-09-19 18:09:30,5216.82,Pending,5
1384,739,2025-12-07 00:36:26,965.36,Delivered,1
1385,585,2025-10-08 18:09:45,3404.82,Shipped,3
1386,384,2025-05-04 16:01:36,3947.99,Delivered,5
1387,695,2025-05-11 21:52:22,1378.72,Shipped,3
1388,274,2025-09-08 16:40:42,3713.81,Cancelled,4
1389,627,2025-01-13 08:54:25,4422.24,Cancelled,3
1390,488,2025-03-28 14:08:56,5469.4,Pending,5
1391,400,2025-05-28 09:56:14,3997.13,Delivered,3
1392,86,2026-03-28 22:24:40,2250.62,Cancelled,2
1393,691,2025-08-30 04:39:13,2957.14,Pending,4
1394,770,2026-01-29 02:44:49,2293.34,Cancelled,3
1395,972,2026-05-14 21:29:02,399.37,Pending,1
1396,114,2026-03-12 08:12:11,7102.41,Shipped,5
1397,286,2025-08-19 01:38:13,6080.12,Shipped,3
1398,515,2026-03-11 21:41:19,2934.1,Cancelled,5
1399,546,2026-02-23 01:47:18,4955.72,Delivered,3
1400,998,2025-05-19 04:26:50,5647.72,Delivered,4
1401,585,2025-11-06 02:43:17,2270.61,Pending,4
1402,761,2026-04-26 09:08:04,5090.34,Delivered,5
1403,944,2025-02-28 23:32:15,1032.91,Shipped,2
1404,592,2025-06-04 06:32:16,3294.81,Delivered,4
1405,823,2025-03-14 12:25:30,6870.41,Shipped,5
1406,482,2025-03-12 07:49:45,6547.14,Pending,4
1407,732,2026-04-10 10:57:25,1451.74,Delivered,1
1408,62,2026-05-31 02:45:39,5237.33,Delivered,3
1409,645,2025-11-11 06:58:55,4124.08,Delivered,4
1410,740,2025-07-24 13:34:24,979.9,Shipped,2
1411,815,2025-04-24 05:15:53,3061.06,Processing,4
1412,776,2025-09-22 05:06:56,3372.42,Shipped,3
1413,282,2026-02-18 20:37:45,4323.58,Pending,5
1414,163,2025-10-02 19:18:12,4862.31,Shipped,5
1415,264,2025-11-05 04:04:54,3476.8,Pending,2
1416,13,2025-04-14 07:54:05,6009.61,Shipped,3
1417,922,2025-10-27 05:23:49,3644.9,Shipped,2
1418,536,2025-03-22 11:43:44,4654.14,Delivered,3
1419,919,2025-08-17 06:55:17,2422.42,Pending,4
1420,809,2026-04-22 10:58:41,720.7,Processing,1
1421,584,2026-03-19 19:33:38,2696.21,Cancelled,1
1422,208,2025-03-05 20:32:07,3477.36,Pending,3
1423,985,2025-09-09 12:44:45,5601.28,Cancelled,5
1424,879,2025-06-24 15:02:20,1930.05,Processing,2
1425,273,2025-12-10 17:28:11,2476.31,Shipped,5
1426,600,2025-02-01 16:03:39,3532.48,Delivered,5
1427,488,2025-07-10 23:58:30,1746.49,Pending,2
1428,583,2026-03-02 15:13:19,433.17,Cancelled,1
1429,738,2025-05-01 09:37:46,7260.23,Processing,4
1430,278,2026-06-03 11:29:57,3635.15,Processing,4
1431,695,2025-08-01 15:47:01,4879.63,Cancelled,5
1432,184,2025-01-21 11:22:15,674.93,Delivered,1
1433,948,2026-01-20 02:00:58,4177.64,Shipped,4
1434,313,2025-06-24 08:23:52,2982.92,Cancelled,3
1435,159,2025-06-20 01:59:34,1793.02,Processing,3
1436,334,2025-07-10 13:41:16,5039.33,Delivered,5
1437,342,2025-06-25 09:49:32,2061.05,Shipped,3
1438,57,2025-12-09 00:49:44,3295.19,Shipped,4
1439,734,2026-05-19 05:38:20,2474.52,Shipped,3
1440,757,2025-06-17 17:56:13,2096.94,Processing,2
1441,77,2025-04-23 22:01:05,3484.55,Processing,2
1442,482,2025-01-10 15:29:41,2068.99,Delivered,1
1443,499,2025-08-19 12:37:30,3339.75,Shipped,2
1444,58,2025-07-09 06:31:41,3430.37,Shipped,3
1445,76,2025-01-17 03:15:16,2806.92,Delivered,3
1446,449,2026-04-21 12:37:03,2521.29,Shipped,2
1447,837,2026-01-11 08:52:01,4186.34,Pending,3
1448,981,2025-12-07 22:37:08,1591.44,Delivered,3
1449,342,2025-11-18 23:19:18,1712.52,Shipped,2
1450,123,2026-03-09 02:36:00,4527.15,Delivered,4
1451,448,2026-03-05 03:36:00,1747.66,Cancelled,1
1452,810,2026-03-18 05:53:06,5142.7,Delivered,5
1453,867,2025-05-30 07:35:48,2768.86,Cancelled,1
1454,666,2025-11-17 06:16:06,3174.68,Pending,2
1455,463,2025-05-25 12:22:23,1391.26,Shipped,2
1456,541,2026-02-07 18:52:16,1185.89,Pending,4
1457,266,2026-03-28 04:40:44,2958.44,Cancelled,2
1458,682,2025-11-07 09:23:51,3645.41,Cancelled,2
1459,194,2026-05-03 04:52:57,408.79,Processing,2
1460,968,2026-03-23 23:17:36,542.83,Processing,1
1461,336,2025-10-28 16:08:15,2265.46,Processing,3
1462,959,2025-07-23 02:34:09,322.97,Shipped,2
1463,27,2025-10-10 16:52:20,2223.6,Processing,4
1464,96,2025-07-24 17:03:53,3260.77,Cancelled,2
1465,775,2025-12-02 00:17:19,4644.75,Pending,2
1466,325,2025-10-15 13:33:34,3494.94,Processing,4
1467,17,2025-10-11 03:02:35,1609.16,Delivered,1
1468,985,2025-07-02 07:14:00,728.44,Shipped,1
1469,857,2025-09-06 16:06:59,2838.76,Delivered,1
1470,308,2026-02-24 17:12:37,2181.72,Pending,2
1471,975,2025-10-05 08:20:42,366.54,Shipped,3
1472,144,2025-03-01 20:08:16,3978.54,Pending,4
1473,430,2026-06-23 10:10:01,3167.18,Processing,2
1474,186,2025-04-15 11:07:39,2603.39,Pending,3
1475,931,2025-09-07 20:13:28,1036.31,Cancelled,3
1476,936,2025-07-11 18:27:46,2866.64,Pending,4
1477,95,2026-02-23 02:10:52,5073.0,Pending,4
1478,829,2026-03-26 16:34:05,958.75,Shipped,1
1479,132,2025-04-11 00:20:51,3221.29,Cancelled,3
1480,852,2025-03-17 01:09:12,4214.78,Processing,5
1481,108,2026-01-30 03:37:30,2088.28,Processing,2
1482,728,2026-01-05 12:23:37,4969.03,Cancelled,4
1483,678,2026-02-20 19:49:55,2236.86,Cancelled,2
1484,648,2025-09-01 11:46:47,979.64,Processing,1
1485,147,2025-03-23 09:45:20,333.81,Processing,1
1486,12,2026-04-15 05:05:00,3422.43,Delivered,5
1487,763,2025-06-26 22:57:18,3364.85,Cancelled,3
1488,791,2025-09-28 13:34:48,6496.43,Delivered,5
1489,97,2026-05-16 23:02:12,1937.39,Delivered,2
1490,130,2026-03-07 08:39:57,5251.37,Shipped,3
1491,187,2025-06-23 22:59:16,2509.45,Cancelled,4
1492,799,2025-12-28 09:34:04,2740.38,Cancelled,2
1493,372,2025-07-29 01:00:39,4967.77,Processing,5
1494,156,2026-03-23 00:57:59,4310.59,Cancelled,5
1495,739,2025-02-11 07:44:49,1998.54,Pending,3
1496,628,2025-12-24 11:28:27,2935.39,Pending,5
1497,606,2026-04-26 15:22:43,1297.19,Processing,2
1498,144,2025-12-07 02:30:22,4686.48,Pending,4
1499,12,2026-01-22 03:13:47,315.28,Cancelled,1
1500,791,2026-04-05 02:12:41,5509.02,Delivered,5
1501,350,2025-12-05 19:03:49,1436.05,Pending,3
1502,898,2025-02-20 05:18:28,3194.31,Shipped,4
1503,891,2025-05-14 02:01:52,4586.68,Delivered,4
1504,656,2025-01-18 04:15:24,3281.33,Shipped,5
1505,606,2026-03-11 22:23:14,5304.46,Shipped,4
1506,392,2025-12-15 08:03:16,339.42,Cancelled,1
1507,977,2026-03-11 04:26:29,100.33,Cancelled,1
1508,370,2026-05-21 02:03:09,5696.52,Cancelled,5
1509,963,2025-02-14 16:43:50,1160.16,Delivered,4
1510,822,2025-09-27 23:47:29,1700.65,Delivered,1
1511,368,2026-01-06 04:57:39,2240.36,Shipped,3
1512,651,2025-04-25 20:41:07,3403.31,Processing,3
1513,800,2025-02-19 12:53:10,2782.04,Delivered,2
1514,758,2026-06-14 17:31:55,1744.38,Shipped,2
1515,655,2025-10-03 06:43:25,3852.12,Shipped,4
1516,826,2025-02-20 19:22:55,4200.43,Shipped,4
1517,658,2025-08-03 10:41:51,5618.1,Shipped,5
1518,415,2026-03-19 12:58:38,3432.14,Processing,3
1519,866,2025-07-15 17:50:43,1346.43,Cancelled,3
1520,252,2025-01-22 10:04:19,2899.02,Processing,5
1521,149,2026-04-10 06:39:12,248.21,Shipped,1
1522,879,2026-01-17 05:21:29,7307.83,Delivered,5
1523,910,2025-12-01 15:15:13,4796.26,Shipped,4
1524,328,2025-04-14 13:57:02,4945.76,Shipped,5
1525,726,2025-11-04 18:33:40,4552.05,Cancelled,4
1526,477,2025-06-17 03:41:45,3510.84,Cancelled,3
1527,977,2026-05-30 00:51:41,2992.5,Pending,2
1528,489,2025-12-18 03:58:24,2593.9,Pending,2
1529,584,2025-08-29 15:33:42,2851.16,Pending,3
1530,678,2026-02-23 04:25:23,4596.15,Shipped,4
1531,785,2026-06-09 00:42:57,5155.66,Cancelled,5
1532,424,2025-08-25 15:17:38,1534.97,Processing,2
1533,856,2025-09-14 17:35:10,2763.57,Pending,2
1534,92,2025-06-30 15:18:49,1729.65,Delivered,1
1535,397,2026-03-19 14:54:40,2113.63,Delivered,4
1536,901,2026-01-30 12:57:58,1662.62,Delivered,3
1537,649,2025-11-13 05:40:37,455.01,Shipped,1
1538,537,2025-04-23 00:41:57,2546.73,Pending,3
1539,173,2026-02-24 03:06:29,36.99,Cancelled,1
1540,394,2026-06-14 04:45:27,3925.63,Pending,3
1541,652,2026-04-01 20:05:44,4205.49,Delivered,5
1542,724,2025-09-02 05:55:58,344.04,Cancelled,2
1543,958,2025-01-06 06:18:05,5299.26,Pending,5
1544,198,2026-04-19 11:39:50,7366.64,Processing,5
1545,347,2025-02-11 03:26:58,679.45,Shipped,2
1546,43,2025-10-06 08:07:08,6398.44,Pending,3
1547,102,2026-04-02 06:49:06,8665.34,Pending,5
1548,329,2025-04-03 23:03:35,3419.01,Delivered,2
1549,414,2025-02-25 03:47:08,3553.01,Delivered,4
1550,806,2026-04-22 19:00:07,1657.12,Pending,3
1551,766,2025-02-19 10:07:32,4388.18,Cancelled,5
1552,844,2026-02-16 11:39:55,2866.91,Cancelled,4
1553,914,2025-11-18 08:08:24,1573.4,Shipped,2
1554,656,2025-05-06 05:07:13,2311.46,Pending,5
1555,182,2025-06-01 03:57:37,3946.03,Processing,4
1556,697,2025-07-13 05:57:33,3737.68,Shipped,5
1557,837,2026-04-13 05:14:50,4299.86,Shipped,4
1558,229,2025-05-20 07:09:18,241.15,Pending,1
1559,69,2025-05-21 18:31:22,1777.06,Cancelled,2
1560,733,2025-01-23 21:41:16,3303.15,Shipped,4
1561,974,2026-05-20 09:49:26,847.37,Cancelled,1
1562,131,2026-01-20 11:00:13,2497.8,Pending,5
1563,447,2025-04-03 19:38:35,5959.46,Shipped,5
1564,326,2025-09-15 17:00:57,20.12,Cancelled,1
1565,350,2025-03-11 05:03:04,1651.1,Processing,3
1566,970,2025-03-15 03:17:46,2648.25,Cancelled,3
1567,26,2025-11-10 10:48:56,5589.93,Pending,4
1568,115,2026-03-22 20:11:21,520.93,Delivered,1
1569,634,2026-06-17 07:54:25,3080.44,Shipped,2
1570,240,2025-10-28 22:36:45,9.39,Delivered,1
1571,834,2025-11-13 13:44:00,1506.08,Cancelled,4
1572,960,2025-10-24 03:46:26,6686.63,Delivered,5
1573,466,2026-01-04 11:35:52,3937.71,Processing,4
1574,264,2025-04-18 14:00:15,2289.72,Shipped,2
1575,44,2025-09-24 15:29:20,4946.78,Delivered,4
1576,432,2025-05-23 03:10:24,4777.49,Delivered,4
1577,741,2025-03-16 11:01:17,6510.82,Processing,5
1578,562,2025-08-30 17:06:08,3147.8,Shipped,4
1579,423,2025-10-03 20:36:19,665.6,Processing,1
1580,912,2025-05-18 19:10:47,2245.43,Delivered,2
1581,25,2025-12-01 06:30:30,1402.99,Delivered,2
1582,697,2025-07-15 17:53:02,4711.64,Processing,5
1583,324,2026-01-24 02:44:39,5344.48,Cancelled,5
1584,340,2025-03-12 11:24:48,1863.93,Shipped,1
1585,208,2025-05-24 08:34:00,1045.21,Processing,2
1586,598,2025-07-22 08:10:32,2341.49,Delivered,4
1587,168,2025-11-08 19:09:20,5358.24,Pending,4
1588,707,2025-06-05 19:35:27,1575.6,Pending,2
1589,774,2025-06-26 00:52:46,1761.88,Processing,1
1590,389,2025-09-30 18:51:18,7628.52,Processing,4
1591,916,2026-05-18 17:09:12,2840.74,Delivered,1
1592,353,2026-05-07 16:06:42,2042.24,Pending,3
1593,939,2025-03-05 08:32:42,3584.61,Pending,2
1594,329,2025-09-21 20:50:34,1203.92,Pending,3
1595,374,2025-12-17 20:48:38,2946.5,Processing,3
1596,54,2025-03-15 00:48:24,1218.01,Shipped,2
1597,768,2026-02-11 21:35:37,844.46,Pending,4
